Iteration	    Time[s]                  Time	Facet        0	Facet        1	Facet        2	Facet        3	Facet        4	Facet        5	Facet        6
       28	    3.53851                    4s	             0	     764399815	         21972	         21998	         21997	         21994	         21997
       29	    3.89911                    4s	             0	     764388603	         24212	         24240	         24240	         24237	         24239
       30	    4.25972                    4s	             0	     764377391	         26452	         26482	         26483	         26479	         26482
       31	    4.62032                    5s	             0	     764366179	         28692	         28725	         28725	         28721	         28725
       32	    5.17982                    5s	             0	     764348783	         32168	         32204	         32204	         32201	         32204
       33	    6.04793                    6s	             0	     764321793	         37560	         37603	         37603	         37600	         37603
       34	    7.39486                    7s	             0	     764279918	         45926	         45979	         45980	         45976	         45981
       35	    9.48471                    9s	             0	     764214950	         58907	         58974	         58977	         58973	         58976
       36	    12.7273                   13s	             0	     764114160	         79048	         79134	         79141	         79135	         79137
       37	    17.7583                   18s	             0	     763957804	        110292	        110409	        110419	        110416	        110413
       38	    25.5644                   26s	             0	     763715271	        158748	        158927	        158935	        158932	        158939
       39	     37.676                   38s	             0	     763339123	        233889	        234189	        234177	        234189	        234183
       40	     56.468                   56s	             0	     762755896	        350451	        350850	        350851	        350844	        350857
       41	    85.6252               1min26s	             0	     761851902	        530954	        531708	        531751	        531705	        531728
       42	    130.865               2min11s	             0	     760451544	        810686	        811821	        811988	        811819	        811888
       43	    201.057               3min21s	             0	     758284145	       1243583	       1245580	       1245679	       1245487	       1245270
       44	    309.965               5min10s	             0	     754934041	       1912725	       1915883	       1915757	       1915603	       1915731
       45	    478.943               7min59s	             0	     749767124	       2944565	       2948815	       2950403	       2949364	       2949466
       46	    741.125              12min21s	             0	     741823980	       4528255	       4539040	       4540252	       4539074	       4539135
       47	    1147.92              19min 8s	             0	     729675319	       6947665	       6970947	       6971222	       6971979	       6972602
       48	    1779.09              29min39s	             0	     711239808	      10615839	      10661393	      10661422	      10665806	      10665465
       49	    2758.39              45min58s	             0	     683602813	      16106717	      16196499	      16209607	      16197590	      16196506
       50	    4277.85            1h11min18s	             0	     642979104	      24166077	      24333949	      24351082	      24338701	      24340818
       51	    6635.39            1h50min35s	             0	     585006715	      35581351	      35981593	      36003977	      35977301	      35958791
       52	    10293.3            2h51min33s	             0	     506109983	      51092523	      51836355	      51839739	      51833430	      51797696
       53	    15968.8            4h26min 9s	             0	     406474367	      70551876	      71905034	      71853301	      71903173	      71821974
       54	    24774.7            6h52min55s	             0	     295217472	      92287849	      94222951	      94251332	      94291564	      94238555
       55	    38437.7           10h40min38s	             0	     194286866	     112474756	     114381764	     114469801	     114444134	     114452400
       56	    59636.8           16h33min57s	             0	     133833131	     125557341	     126446254	     125984284	     126297083	     126391625
       57	    81761.3           22h42min41s	             0	     127790368	     127279913	     127564990	     127007261	     127580262	     127286922
       58	     103886         1d 4h51min26s	             0	     127519782	     126947730	     127499214	     127385202	     127646258	     127511530
       59	     126010         1d11h     10s	             0	     127304428	     127533018	     127183009	     127514458	     127413068	     127561735
       60	     148135         1d17h 8min55s	             0	     127552672	     127356738	     126951491	     127446675	     127485472	     127716667
       61	     170260         1d23h17min40s	             0	     127637792	     126962807	     127276577	     127896033	     127406730	     127329775
       62	     192384         2d 5h26min24s	             0	     127165803	     127269545	     127346110	     127834422	     127445897	     127447937
       63	     214509         2d11h35min 9s	             0	     127348381	     127159339	     127449497	     127861038	     127348009	     127343450
       64	     236633         2d17h43min53s	             0	     127010626	     127596925	     127545590	     127270847	     127579556	     127506170
       65	     258758         2d23h52min38s	             0	     127192266	     127196261	     127533496	     127796197	     127381643	     127409853
       66	     280882         3d 6h 1min22s	             0	     127152175	     127781336	     127181262	     127825274	     127473942	     127095728
       67	     303007         3d12h10min 7s	             0	     127446842	     127483148	     127502777	     127343332	     127411664	     127321955
       68	     325132         3d18h18min52s	             0	     127319955	     127103807	     127175866	     127516260	     127896083	     127497747
       69	     347256         4d   27min36s	             0	     127520258	     127471873	     127355721	     127426333	     127636634	     127098899
