Iteration       Time[s]                  Time	Facet--------------0	Facet--------------1	Facet--------------2	Facet--------------3	Facet--------------4	Facet--------------5
      117       132.506              02min13s	         1.79837e-06	         1.71733e-06	         1.64224e-06	         2.58995e-06	         8.49626e-07	         8.49247e-07
      118        139.21              02min19s	         1.80397e-06	          1.7224e-06	         1.64801e-06	         2.59516e-06	         8.50569e-07	         8.51963e-07
      119       146.192              02min26s	         1.80295e-06	         1.72171e-06	         1.64912e-06	         2.59921e-06	         8.52688e-07	         8.52952e-07
      120       153.461              02min33s	         1.80911e-06	         1.73033e-06	         1.65235e-06	         2.60383e-06	         8.53724e-07	         8.53054e-07
      121       161.025              02min41s	         1.81125e-06	         1.73011e-06	         1.65705e-06	         2.60678e-06	         8.55451e-07	         8.54883e-07
      122       168.896              02min49s	         1.81204e-06	         1.73203e-06	         1.65654e-06	         2.61058e-06	         8.55681e-07	         8.56254e-07
      123       177.081              02min57s	         1.81754e-06	         1.73495e-06	         1.66112e-06	         2.61368e-06	         8.57407e-07	         8.57936e-07
      124       185.591              03min06s	         1.81887e-06	         1.73856e-06	         1.66448e-06	         2.62116e-06	         8.58641e-07	         8.58304e-07
      125       194.436              03min14s	         1.82149e-06	         1.73896e-06	         1.66281e-06	         2.62211e-06	         8.59794e-07	         8.59261e-07
      126       203.627              03min24s	         1.82475e-06	         1.74138e-06	         1.66837e-06	         2.62725e-06	         8.60968e-07	         8.60202e-07
      127       213.173              03min33s	         1.82708e-06	         1.74414e-06	         1.66941e-06	         2.62869e-06	         8.61052e-07	         8.62271e-07
      128       223.087              03min43s	         1.82467e-06	         1.74548e-06	         1.66771e-06	         2.62994e-06	          8.6235e-07	         8.62331e-07
      129       233.378              03min53s	         1.82636e-06	          1.7457e-06	         1.67161e-06	         2.63233e-06	         8.62913e-07	         8.63727e-07
      130       244.058              04min04s	         1.83021e-06	         1.74841e-06	         1.67579e-06	         2.63783e-06	         8.63885e-07	         8.64003e-07
      131       255.139              04min15s	         1.83518e-06	         1.74922e-06	         1.67385e-06	         2.63956e-06	         8.66659e-07	         8.64293e-07
      132       266.632              04min27s	          1.8336e-06	         1.74982e-06	         1.67654e-06	          2.6423e-06	         8.66392e-07	         8.64973e-07
      133        278.55              04min39s	         1.83685e-06	         1.75444e-06	         1.67642e-06	         2.64208e-06	         8.66291e-07	          8.6651e-07
      134       290.904              04min51s	         1.83601e-06	         1.75546e-06	         1.67835e-06	          2.6437e-06	         8.66048e-07	         8.67641e-07
      135       303.707              05min04s	         1.83946e-06	         1.75718e-06	         1.68115e-06	         2.64758e-06	         8.67978e-07	         8.67658e-07
      136       316.972              05min17s	         1.83997e-06	         1.75704e-06	         1.67932e-06	         2.65062e-06	         8.67414e-07	         8.68231e-07
      137       330.713              05min31s	         1.84613e-06	         1.76349e-06	         1.68433e-06	         2.65256e-06	         8.70291e-07	         8.69071e-07
      138       344.942              05min45s	         1.83984e-06	         1.75667e-06	         1.68076e-06	         2.65214e-06	         8.69479e-07	         8.69314e-07
      139       359.672              06min---	         1.84696e-06	         1.76375e-06	         1.68719e-06	         2.65894e-06	         8.71228e-07	         8.70059e-07
      140       374.919              06min15s	         1.84492e-06	         1.76111e-06	         1.68436e-06	         2.65643e-06	         8.70904e-07	         8.70367e-07
      141       390.696              06min31s	         1.84406e-06	         1.76361e-06	         1.68685e-06	         2.65851e-06	         8.72406e-07	         8.71209e-07
      142       407.017              06min47s	         1.84649e-06	         1.76407e-06	         1.68639e-06	         2.65894e-06	         8.71117e-07	         8.72702e-07
