Iteration	    Time[s]                  Time	Facet        0	Facet        1	Facet        2	Facet        3	Facet        4	Facet        5	Facet        6
       28	    2.51297                    3s	             0	     764431702	         15603	         15617	         15615	         15613	         15618
       29	    2.74539                    3s	             0	     764424476	         17047	         17062	         17060	         17058	         17063
       30	     2.9778                    3s	             0	     764417250	         18491	         18507	         18505	         18503	         18508
       31	    3.21021                    3s	             0	     764410024	         19935	         19952	         19950	         19948	         19953
       32	    3.44262                    3s	             0	     764402798	         21379	         21397	         21395	         21393	         21398
       33	    3.67504                    4s	             0	     764395572	         22823	         22842	         22840	         22838	         22843
       34	    3.90745                    4s	             0	     764388346	         24266	         24287	         24285	         24283	         24288
       35	    4.13986                    4s	             0	     764381120	         25710	         25732	         25730	         25728	         25733
       36	    4.37227                    4s	             0	     764373894	         27154	         27177	         27175	         27173	         27178
       37	    4.60468                    5s	             0	     764366668	         28597	         28622	         28620	         28618	         28623
       38	    4.96529                    5s	             0	     764355457	         30837	         30864	         30863	         30860	         30865
       39	    5.52479                    6s	             0	     764338062	         34312	         34343	         34343	         34340	         34344
       40	     6.3929                    6s	             0	     764311073	         39704	         39741	         39742	         39740	         39743
       41	    7.73983                    8s	             0	     764269199	         48070	         48117	         48119	         48116	         48120
       42	    9.82968                   10s	             0	     764204232	         61051	         61112	         61115	         61114	         61114
       43	    13.0722                   13s	             0	     764103443	         81189	         81271	         81276	         81280	         81276
       44	    18.1033                   18s	             0	     763947089	        112427	        112558	        112555	        112554	        112551
       45	    25.9093                   26s	             0	     763704561	        160885	        161073	        161080	        161068	        161065
       46	     38.021                   38s	             0	     763328421	        236038	        236313	        236324	        236297	        236337
       47	     56.813                   57s	             0	     762745199	        352588	        353008	        352972	        352999	        352962
       48	    85.9701               1min26s	             0	     761841224	        533115	        533926	        533846	        533860	        533755
       49	     131.21               2min11s	             0	     760440874	        812915	        814038	        814016	        813853	        814027
       50	    201.402               3min21s	             0	     758273494	       1245691	       1247846	       1247623	       1247272	       1247795
       51	     310.31               5min10s	             0	     754923465	       1915035	       1917902	       1917976	       1917207	       1918134
       52	    479.288               7min59s	             0	     749756685	       2945998	       2951147	       2952175	       2951468	       2952245
       53	     741.47              12min21s	             0	     741813235	       4530359	       4539451	       4542320	       4541667	       4542685
       54	    1148.26              19min 8s	             0	     729664460	       6953731	       6971326	       6974974	       6970996	       6974229
       55	    1779.43              29min39s	             0	     711230125	      10622089	      10662440	      10669454	      10661733	      10663874
       56	    2758.73              45min59s	             0	     683594328	      16107847	      16193033	      16207698	      16201323	      16205484
       57	    4278.19            1h11min18s	             0	     642959555	      24146462	      24342637	      24354813	      24352601	      24353643
       58	    6635.74            1h50min36s	             0	     584971121	      35580406	      35982548	      35983046	      35995982	      35996606
       59	    10293.6            2h51min34s	             0	     506079805	      51108924	      51839758	      51785508	      51820397	      51875316
       60	    15969.1            4h26min 9s	             0	     406389231	      70584462	      71866190	      71870027	      71883794	      71916002
       61	      24775            6h52min55s	             0	     295095183	      92247540	      94280825	      94170483	      94395502	      94320172
       62	      38438           10h40min38s	             0	     194299149	     112207627	     114380809	     114346244	     114828206	     114447669
       63	    59637.1           16h33min57s	             0	     133736607	     125152035	     126630641	     126380395	     126236254	     126373770
       64	    81761.7           22h42min42s	             0	     127645392	     127425085	     127439361	     127370487	     127462464	     127166912
       65	     103886         1d 4h51min26s	             0	     127281031	     127326826	     127175927	     127555002	     127486695	     127684221
       66	     126011         1d11h     11s	             0	     127651259	     127272316	     127398419	     127200794	     127595716	     127391198
       67	     148135         1d17h 8min55s	             0	     127633472	     127539132	     127367513	     127707523	     127016946	     127245116
       68	     170260         1d23h17min40s	             0	     127593687	     127434444	     127411299	     127275213	     127520382	     127274677
       69	     192385         2d 5h26min25s	             0	     127163651	     127419102	     127574730	     127297448	     127543062	     127511708
       70	     214509         2d11h35min 9s	             0	     127443828	     127350615	     127360150	     127588520	     127452561	     127314028
       71	     236634         2d17h43min54s	             0	     127342665	     127570062	     127489550	     127370629	     127656445	     127080351
       72	     258758         2d23h52min38s	             0	     127430291	     127722629	     127487549	     127312583	     127255899	     127300751
       73	     280883         3d 6h 1min23s	             0	     127059176	     127166178	     127655085	     127464544	     127552480	     127612239
       74	     303007         3d12h10min 7s	             0	     126945287	     127464249	     127558768	     127301940	     127559598	     127679861
       75	     325132         3d18h18min52s	             0	     127274802	     127634012	     127613501	     127108147	     127443456	     127435785
       76	     347257         4d   27min37s	             0	     127702488	     127371215	     127684040	     127222077	     127042696	     127487187
