Iteration       Time[s]                  Time	Facet--------------0	Facet--------------1	Facet--------------2	Facet--------------3	Facet--------------4	Facet--------------5
       50       27842.8           07h44min03s	         1.78149e+11	         2.40201e+13	         1.35189e+18	         1.31275e+19	         3.93746e+22	         3.93759e+22
       51       34076.3           09h27min56s	         1.78149e+11	          1.5294e+13	         8.10644e+17	         1.31275e+19	         3.93749e+22	         3.93761e+22
       52       41538.8           11h32min19s	                   0	         7.06867e+12	         4.42012e+17	         1.31275e+19	         3.93751e+22	         3.93763e+22
       53       50441.2           14h-----41s	                   0	            1.87e+12	         2.15369e+17	         1.31275e+19	         3.93752e+22	         3.93764e+22
       54       61025.4           16h57min05s	                   0	          8.7943e+11	         9.19213e+16	         1.31275e+19	         3.93753e+22	         3.93765e+22
       55       73568.1           20h26min08s	         1.40233e+10	         5.56893e+11	         3.36136e+16	         1.31275e+19	         3.93753e+22	         3.93765e+22
       56       88385.1        01d---33min05s	                   0	         2.81307e+11	         1.02608e+16	         1.31275e+19	         3.93753e+22	         3.93765e+22
       57        105836        01d05h23min56s	                   0	         2.70194e+10	           2.539e+15	         1.31275e+19	         3.93753e+22	         3.93765e+22
       58        126328        01d11h05min28s	                   0	         6.57605e+09	         4.92695e+14	         1.31275e+19	         3.93753e+22	         3.93765e+22
       59        150325        01d17h45min25s	                   0	          2.1974e+09	         7.22433e+13	         1.31275e+19	         3.93753e+22	         3.93765e+22
       60        178350        02d01h32min30s	                   0	         3.04737e+08	         7.71826e+12	         1.31275e+19	         3.93753e+22	         3.93765e+22
       61        210991        02d10h36min31s	                   0	         1.12861e+07	         5.89652e+11	         1.31275e+19	         3.93753e+22	         3.93765e+22
       62        248915        02d21h08min35s	                   0	         1.24878e+06	         5.03562e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       63        292866        03d09h21min06s	                   0	         1.24878e+06	         2.42699e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       64        343683        03d23h28min03s	                   0	         1.79114e+06	         2.35374e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       65        402302        04d15h45min02s	                   0	         1.32446e+06	         2.33208e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       66        469770        05d10h29min30s	                   0	         1.94804e+06	         2.34023e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       67        547257        06d08h-----57s	                   0	         1.23578e+06	          2.3402e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       68        636063        07d08h41min03s	                   0	              654210	         2.33137e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       69        737634        08d12h53min54s	                   0	         1.31652e+06	         2.35617e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       70        853577        09d21h06min17s	                   0	         1.46748e+06	         2.31968e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       71        985672        11d09h47min52s	                   0	              781352	         2.34589e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       72   1.13589e+06        13d03h31min28s	                   0	              975942	         2.33521e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       73    1.3064e+06        15d02h53min22s	                   0	         1.19676e+06	         2.33265e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       74   1.49962e+06        17d08h33min38s	                   0	              697350	         2.34461e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       75   1.71818e+06        19d21h16min22s	                   0	              697350	         2.33838e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       76   1.96501e+06        22d17h50min10s	                   0	              697350	         2.34566e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       77    2.2433e+06        25d23h08min23s	                   0	         2.13009e+06	         2.32317e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       78   2.55658e+06        29d14h09min39s	                   0	         2.53283e+06	         2.33484e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       79   2.90869e+06    01mo03d15h58min14s	                   0	              272041	         2.32386e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       80   3.30387e+06    01mo08d05h44min30s	                   0	         1.28687e+06	         2.30397e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       81   3.74673e+06    01mo13d08h45min26s	                   0	         1.28687e+06	         2.33714e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       82   4.24231e+06    01mo19d02h25min08s	                   0	              651766	         2.34572e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       83   4.79613e+06    01mo25d12h15min26s	                   0	                   0	         2.33976e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       84   5.41418e+06    02mo02d15h56min23s	                   0	                   0	         2.33587e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       85   6.10302e+06    02mo10d15h17min01s	                   0	         1.69558e+06	         2.33782e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       86   6.86976e+06    02mo19d12h15min55s	                   0	         1.69558e+06	          2.3511e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       87   7.72212e+06    02mo29d09h02min---	                   0	         1.69558e+06	         2.38294e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       88   8.66851e+06    03mo10d07h55min12s	                   0	                   0	          2.3135e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       89   9.71804e+06    03mo22d11h27min21s	                   0	                   0	         2.36767e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       90   1.08806e+07    04mo05d22h23min01s	                   0	         2.86225e+06	          2.3754e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       91   1.21668e+07    04mo20d19h40min21s	                   0	                   0	          2.3857e+10	         1.31275e+19	         3.93753e+22	         3.93765e+22
       92   1.35883e+07    05mo07d06h32min06s	                   0	         1.75063e+06	         2.37695e+10	         1.31274e+19	         3.93753e+22	         3.93765e+22
       93   1.51576e+07    05mo25d10h26min35s	                   0	                   0	         2.36748e+10	         1.31274e+19	         3.93753e+22	         3.93765e+22
       94   1.68881e+07    06mo15d11h08min48s	                   0	                   0	         2.33062e+10	         1.31274e+19	         3.93753e+22	         3.93765e+22
       95   1.87945e+07    07mo07d12h41min31s	                   0	                   0	         2.26011e+10	         1.31274e+19	         3.93753e+22	         3.93765e+22
       96   2.11389e+07    08mo04d15h54min49s	                   0	                   0	         2.31494e+10	         1.31274e+19	         3.93753e+22	         3.93765e+22
       97   2.44235e+07    09mo12d16h18min42s	                   0	         4.03773e+06	          2.3101e+10	         1.31274e+19	         3.93753e+22	         3.93765e+22
       98   2.90255e+07    11mo05d22h37min59s	                   0	         4.03773e+06	         2.38824e+10	         1.31274e+19	         3.93753e+22	         3.93765e+22
       99   3.54731e+07  1y01mo20d13h38min---	                   0	         4.03773e+06	         2.40059e+10	         1.31274e+19	         3.93753e+22	         3.93765e+22

