Iteration	    Time[s]                  Time	Facet        0	Facet        1	Facet        2	Facet        3	Facet        4	Facet        5	Facet        6
       28	    2.51297                    3s	             0	     764431702	         15605	         15613	         15618	         15618	         15614
       29	    2.87358                    3s	             0	     764420489	         17844	         17856	         17860	         17861	         17858
       30	    3.23418                    3s	             0	     764409277	         20084	         20098	         20103	         20103	         20101
       31	    3.79368                    4s	             0	     764391880	         23559	         23576	         23584	         23583	         23582
       32	    4.66179                    5s	             0	     764364888	         28950	         28975	         28981	         28985	         28983
       33	    6.00872                    6s	             0	     764323010	         37317	         37352	         37361	         37361	         37360
       34	    8.09858                    8s	             0	     764258038	         50305	         50353	         50363	         50357	         50343
       35	    11.3411                   11s	             0	     764157240	         70434	         70534	         70526	         70515	         70508
       36	    16.3722                   16s	             0	     764000874	        101666	        101827	        101805	        101765	        101817
       37	    24.1782                   24s	             0	     763758326	        150145	        150327	        150303	        150291	        150360
       38	    36.2899                   36s	             0	     763382163	        225249	        225428	        225619	        225604	        225687
       39	    55.0819                   55s	             0	     762798890	        341664	        342280	        342260	        342222	        342432
       40	     84.239               1min24s	             0	     761894890	        522292	        523246	        523132	        523107	        523077
       41	    129.478               2min 9s	             0	     760494524	        802197	        803664	        803130	        802707	        803520
       42	     199.67               3min20s	             0	     758326810	       1235333	       1236976	       1235318	       1236692	       1238611
       43	    308.578               5min 9s	             0	     754976102	       1904305	       1907247	       1906118	       1906670	       1909296
       44	    477.557               7min58s	             0	     749808374	       2935751	       2942704	       2936387	       2941420	       2945101
       45	    739.739              12min20s	             0	     741864974	       4523117	       4531064	       4522686	       4531849	       4536045
       46	    1146.53              19min 7s	             0	     729713851	       6947485	       6965470	       6947082	       6963926	       6971920
       47	     1777.7              29min38s	             0	     711275866	      10632500	      10648408	      10643833	      10658179	      10650946
       48	       2757              45min57s	             0	     683637577	      16133010	      16173920	      16175474	      16203331	      16186418
       49	    4276.46            1h11min16s	             0	     642987907	      24156231	      24349690	      24340927	      24361777	      24313196
       50	    6634.01            1h50min34s	             0	     585048398	      35602491	      35935913	      36006891	      35931895	      35984138
       51	    10291.9            2h51min32s	             0	     506253200	      51106804	      51754587	      51813822	      51743746	      51837565
       52	    15967.4            4h26min 7s	             0	     406595464	      70452510	      71815411	      71876220	      71677339	      72092778
       53	    24773.3            6h52min53s	             0	     295389270	      92237483	      94330656	      94193665	      94002731	      94355916
       54	    38436.3           10h40min36s	             0	     194246142	     112010463	     115302138	     114444053	     114279174	     114227749
       55	    59635.4           16h33min55s	             0	     134199587	     125690579	     126014901	     125892114	     127111082	     125601454
       56	      81760           22h42min40s	             0	     127471045	     126930356	     128258237	     127533901	     127674483	     126641693
       57	     103885         1d 4h51min25s	             0	     127755809	     127429788	     127230166	     127141073	     126802667	     128150212
       58	     126009         1d11h      9s	             0	     127925259	     127891394	     127785262	     126352252	     127947919	     126607627
       59	     148134         1d17h 8min54s	             0	     127691386	     126948590	     127944588	     127894358	     126974419	     127056372
       60	     170258         1d23h17min38s	             0	     126963733	     127274426	     127794090	     126965067	     128239775	     127272622
       61	     192383         2d 5h26min23s	             0	     126774073	     128457802	     127806110	     126620472	     127726890	     127124367
       62	     214507         2d11h35min 7s	             0	     127390676	     127205951	     127977906	     127447492	     127239468	     127248220
       63	     236632         2d17h43min52s	             0	     127009720	     126942212	     126847024	     127779164	     127680365	     128251228
       64	     258757         2d23h52min37s	             0	     126712795	     127444189	     127259790	     127745877	     128106446	     127240617
       65	     280881         3d 6h 1min21s	             0	     127587709	     127444189	     128068018	     127308420	     127802360	     126299018
       66	     303006         3d12h10min 6s	             0	     127276973	     126585330	     127185153	     128017912	     127771687	     127672660
       67	     325130         3d18h18min50s	             0	     127652941	     127343933	     127509126	     126907338	     127693027	     127403350
       68	     347255         4d   27min35s	             0	     127155937	     128123416	     127912858	     126531587	     127415878	     127370039
