Iteration	    Time[s]                  Time	Facet        0	Facet        1	Facet        2	Facet        3	Facet        4	Facet        5	Facet        6
       28	     5.2394                    5s	             0	     764346928	         32540	         32575	         32577	         32580	         32578
       29	    6.58633                    7s	             0	     764305051	         40908	         40953	         40953	         40956	         40955
       30	    8.67619                    9s	             0	     764240081	         53891	         53950	         53948	         53953	         53952
       31	    11.9187                   12s	             0	     764139286	         74031	         74111	         74110	         74118	         74116
       32	    16.9498                   17s	             0	     763982923	        105271	        105399	        105390	        105400	        105386
       33	    24.7558                   25s	             0	     763740382	        153719	        153928	        153898	        153929	        153911
       34	    36.8675                   37s	             0	     763364222	        228866	        229178	        229158	        229185	        229157
       35	    55.6595                   56s	             0	     762780967	        345392	        345860	        345834	        345841	        345870
       36	    84.8166               1min25s	             0	     761876938	        525995	        526694	        526779	        526664	        526692
       37	    130.056               2min10s	             0	     760476505	        805776	        806956	        806936	        806624	        806963
       38	    200.248               3min20s	             0	     758308967	       1238557	       1240627	       1240478	       1240565	       1240564
       39	    309.156               5min 9s	             0	     754958867	       1907538	       1911163	       1910712	       1910615	       1910862
       40	    478.134               7min58s	             0	     749791566	       2939453	       2946004	       2944058	       2944044	       2944630
       41	    740.316              12min20s	             0	     741847750	       4525026	       4534399	       4533863	       4534912	       4533803
       42	    1147.11              19min 7s	             0	     729697362	       6947088	       6967715	       6964934	       6967095	       6965556
       43	    1778.28              29min38s	             0	     711258613	      10615535	      10658740	      10662838	      10656308	      10657713
       44	    2757.58              45min58s	             0	     683627437	      16103733	      16198204	      16193106	      16202256	      16185009
       45	    4277.04            1h11min17s	             0	     642986113	      24152506	      24347881	      24340405	      24339371	      24343468
       46	    6634.58            1h50min35s	             0	     585025531	      35583538	      35997307	      35966869	      35949890	      35986607
       47	    10292.5            2h51min32s	             0	     506088890	      51097577	      51839806	      51831954	      51784281	      51867233
       48	      15968            4h26min 8s	             0	     406525692	      70623958	      71825774	      71882513	      71817213	      71834589
       49	    24773.9            6h52min54s	             0	     295181096	      92320504	      94120204	      94333408	      94352169	      94202356
       50	    38436.9           10h40min37s	             0	     194383841	     112319713	     114411056	     114586647	     114394430	     114414048
       51	      59636           16h33min56s	             0	     134264071	     124867758	     126237770	     126292966	     126663076	     126184093
       52	    81760.5           22h42min41s	             0	     127767735	     127038345	     127179041	     127474899	     127733053	     127316659
       53	     103885         1d 4h51min25s	             0	     127404167	     127097838	     127453810	     127526679	     127640509	     127386728
       54	     126010         1d11h     10s	             0	     127668318	     127243903	     127756735	     127327740	     127178741	     127334295
       55	     148134         1d17h 8min54s	             0	     127339917	     127218337	     127432521	     127594208	     127376222	     127548527
       56	     170259         1d23h17min39s	             0	     127172961	     127413707	     127409835	     127735835	     127362126	     127415270
       57	     192383         2d 5h26min23s	             0	     127295933	     127301534	     127463607	     127381243	     127538210	     127529206
       58	     214508         2d11h35min 8s	             0	     127367082	     127889453	     127382546	     127414504	     127458030	     126998118
       59	     236633         2d17h43min53s	             0	     127175600	     127600797	     127631539	     127316890	     127461775	     127323132
       60	     258757         2d23h52min37s	             0	     127421467	     127572598	     127334119	     127309620	     127462656	     127409273
       61	     280882         3d 6h 1min22s	             0	     127478981	     126927374	     127477796	     127650522	     127477861	     127497198
       62	     303006         3d12h10min 6s	             0	     127760105	     127403259	     127107884	     127628050	     127218548	     127391887
       63	     325131         3d18h18min51s	             0	     127268949	     127336274	     127190073	     127528453	     127775588	     127410396
       64	     347255         4d   27min35s	             0	     127591980	     127876569	     127082102	     127328377	     127223614	     127407091
