Iteration       Time[s]                  Time	Facet--------------0	Facet--------------1	Facet--------------2	Facet--------------3	Facet--------------4	Facet--------------5
      128       1678.73              27min59s	         3.90922e+16	         4.03187e+16	         3.37405e+16	         8.76571e+16	         1.35743e+16	         1.35267e+16
      129       1739.38              28min59s	         3.91002e+16	         4.04851e+16	         3.41277e+16	          8.8423e+16	         1.35236e+16	          1.3618e+16
      130       1747.68              29min08s	         3.77027e+16	          3.8476e+16	         3.28026e+16	         8.46755e+16	         1.31786e+16	         1.31841e+16
      131       1768.81              29min29s	         3.86286e+16	         4.01017e+16	         3.37703e+16	         8.71637e+16	         1.34978e+16	         1.34925e+16
      132       1808.67              30min09s	         3.88835e+16	          4.0533e+16	         3.39716e+16	         8.80271e+16	         1.35494e+16	         1.35636e+16
      133       1814.74              30min15s	         3.75504e+16	         3.77436e+16	         3.29891e+16	         8.34703e+16	         1.31808e+16	         1.31359e+16
      134       1835.87              30min36s	         3.86862e+16	         3.99545e+16	         3.37133e+16	         8.71361e+16	         1.34191e+16	         1.34688e+16
      135       1839.85              30min40s	         3.65795e+16	         3.63048e+16	         3.20696e+16	         8.07908e+16	         1.28645e+16	         1.29078e+16
      136       1844.51              30min45s	         3.68402e+16	         3.67987e+16	         3.22722e+16	         8.19122e+16	         1.29731e+16	         1.29493e+16
      137       1854.45              30min54s	         3.80765e+16	         3.89044e+16	         3.32154e+16	         8.50979e+16	         1.31848e+16	         1.32612e+16
      138       1856.09              30min56s	         3.44528e+16	         3.22824e+16	         3.05061e+16	         7.42907e+16	         1.21317e+16	          1.2257e+16
      139       1856.56              30min57s	         3.18379e+16	         2.76222e+16	         2.89135e+16	         6.70805e+16	         1.14565e+16	         1.14047e+16
      140       1857.58              30min58s	          3.3031e+16	          2.9208e+16	         2.93495e+16	         7.05911e+16	          1.1688e+16	         1.17094e+16
      141       1860.03              31min---	         3.50934e+16	         3.35172e+16	         3.08624e+16	         7.67465e+16	         1.22797e+16	          1.2304e+16
      142       1860.47              31min---	         2.79988e+16	         2.56781e+16	         2.56961e+16	         5.75888e+16	         1.01614e+16	         1.00998e+16
      143       1860.57              31min01s	         2.24531e+16	         2.01073e+16	         2.09985e+16	         4.57305e+16	         8.21117e+15	         8.26655e+15
      144       1860.79              31min01s	         2.01599e+16	         1.86261e+16	         1.88453e+16	         4.03689e+16	         7.37286e+15	         7.30311e+15
      145       1861.39              31min01s	          1.4863e+16	         1.48139e+16	         1.39715e+16	         2.99179e+16	         5.36012e+15	         5.36839e+15
      146       1862.57              31min03s	          7.7247e+15	          8.3124e+15	         7.28716e+15	         1.56488e+16	         2.77387e+15	         2.76917e+15
      147       1862.76              31min03s	         4.34809e+15	         4.23759e+15	         4.16182e+15	         8.50054e+15	         1.58287e+15	         1.59071e+15
      148       1862.98              31min03s	         3.72053e+15	         3.64405e+15	         3.56251e+15	         7.23706e+15	         1.37167e+15	         1.36261e+15
      149       1863.58              31min04s	         2.73404e+15	         2.85241e+15	         2.62559e+15	         5.39253e+15	         9.97894e+14	         9.97712e+14
      150       1864.75              31min05s	          1.4321e+15	         1.57403e+15	         1.36234e+15	         2.84612e+15	         5.15772e+14	         5.16609e+14
      151       1866.68              31min07s	         4.61287e+14	         5.36009e+14	         4.42191e+14	         9.35448e+14	         1.66427e+14	         1.65902e+14
      152       1869.56              31min10s	         8.39943e+13	         9.93911e+13	         8.35149e+13	         1.70558e+14	         3.00167e+13	         3.00391e+13
      153       1873.58              31min14s	         1.04136e+13	          1.1949e+13	         1.37417e+13	         1.79282e+13	         3.67893e+12	         3.67255e+12
      154       1878.93              31min19s	         3.80019e+12	         3.83441e+12	         7.31048e+12	         3.93035e+12	         1.29008e+12	          1.2928e+12
      155        1885.8              31min26s	         3.55646e+12	         3.56048e+12	         7.06194e+12	         3.39392e+12	         1.20373e+12	         1.20862e+12
      156       1894.38              31min34s	          3.5419e+12	         3.57133e+12	         7.03662e+12	         3.40279e+12	         1.20155e+12	         1.19896e+12
      157       1904.86              31min45s	          3.5398e+12	         3.60481e+12	         7.08124e+12	         3.42091e+12	          1.2015e+12	         1.20211e+12
      158       1917.42              31min57s	         3.52464e+12	         3.60631e+12	         7.02195e+12	         3.43992e+12	         1.19627e+12	           1.203e+12
      159       1932.27              32min12s	          3.5163e+12	         3.60737e+12	         7.02239e+12	         3.43128e+12	         1.19987e+12	         1.19266e+12
      160       1949.58              32min30s	         3.51683e+12	         3.61001e+12	         7.00349e+12	          3.4428e+12	         1.19226e+12	         1.20335e+12
      161       1969.55              32min50s	         3.52135e+12	         3.62075e+12	         6.98365e+12	         3.43877e+12	         1.19038e+12	         1.19395e+12
      162       1992.38              33min12s	         3.49747e+12	         3.59964e+12	         6.96591e+12	         3.43768e+12	         1.18919e+12	         1.18771e+12
      163       2018.24              33min38s	         3.49224e+12	         3.59797e+12	         6.94838e+12	         3.44155e+12	         1.18622e+12	         1.17955e+12
      164       2047.32              34min07s	         3.49673e+12	         3.57674e+12	         6.89832e+12	         3.42218e+12	         1.18153e+12	         1.18227e+12
      165       2079.83              34min40s	         3.44198e+12	         3.58033e+12	         6.86961e+12	         3.41871e+12	          1.1721e+12	          1.1751e+12
      166       2115.95              35min16s	         3.43677e+12	         3.56453e+12	         6.85315e+12	         3.40782e+12	         1.16928e+12	         1.17572e+12
      167       2155.86              35min56s	         3.43448e+12	         3.57452e+12	          6.8285e+12	           3.405e+12	         1.16636e+12	         1.16066e+12
      168       2199.76              36min40s	         3.41122e+12	         3.53351e+12	         6.78152e+12	         3.37541e+12	         1.15648e+12	         1.15979e+12
      169       2247.84              37min28s	         3.37605e+12	         3.51611e+12	         6.75734e+12	         3.36411e+12	         1.15593e+12	         1.14604e+12
      170       2300.29              38min20s	         3.37172e+12	         3.48611e+12	         6.68416e+12	         3.33654e+12	         1.14388e+12	         1.14527e+12
      171        2357.3              39min17s	         3.33499e+12	         3.46916e+12	         6.61533e+12	         3.31587e+12	         1.13133e+12	         1.13757e+12
      172       2419.05              40min19s	          3.3196e+12	           3.456e+12	         6.57541e+12	         3.31324e+12	          1.1274e+12	         1.12646e+12
      173       2485.74              41min26s	         3.29181e+12	         3.41071e+12	         6.50759e+12	         3.26079e+12	         1.11601e+12	         1.11941e+12
      174       2557.56              42min38s	         3.26926e+12	         3.38401e+12	         6.49517e+12	         3.24662e+12	         1.10921e+12	          1.1048e+12
      175        2634.7              43min55s	         3.23325e+12	         3.36142e+12	          6.3752e+12	         3.21166e+12	         1.09684e+12	          1.0947e+12
      176       2717.34              45min17s	         3.20138e+12	         3.38215e+12	         6.31899e+12	         3.18946e+12	         1.08374e+12	         1.08992e+12
      177       2805.69              46min46s	         3.14093e+12	         3.28709e+12	         6.22904e+12	         3.15503e+12	         1.07462e+12	         1.07702e+12
      178       2899.92              48min20s	         3.11588e+12	         3.25962e+12	         6.17989e+12	          3.1125e+12	         1.06039e+12	         1.06413e+12
      179       3000.22              50min---	         3.09273e+12	         3.24029e+12	         6.08591e+12	          3.0845e+12	         1.05301e+12	         1.05169e+12
      180        3106.8              51min47s	         3.04998e+12	         3.19047e+12	         6.03061e+12	         3.05324e+12	         1.04492e+12	          1.0301e+12
      181       3219.83              53min40s	         3.00157e+12	         3.14452e+12	         5.93434e+12	         3.00368e+12	         1.01751e+12	         1.01636e+12
      182        3339.5              55min40s	         2.94943e+12	         3.08429e+12	         5.85321e+12	         2.95177e+12	         1.00518e+12	         1.00818e+12
      183       3466.02              57min46s	         2.91788e+12	         3.05196e+12	         5.73894e+12	         2.90425e+12	           9.954e+11	         9.94573e+11
      184       3599.56           01h--------	         2.85162e+12	         2.99417e+12	          5.6507e+12	         2.85808e+12	         9.82128e+11	         9.74273e+11
      185       3740.32           01h02min20s	         2.82713e+12	         2.93201e+12	         5.55452e+12	         2.81389e+12	         9.59906e+11	         9.63016e+11
      186       3888.49           01h04min48s	         2.80288e+12	         2.88538e+12	         5.45701e+12	         2.76128e+12	         9.47923e+11	         9.44786e+11
      187       4044.25           01h07min24s	         2.72951e+12	         2.84169e+12	         5.32042e+12	         2.73411e+12	         9.26854e+11	          9.3053e+11
      188        4207.8           01h10min08s	         2.67335e+12	         2.78996e+12	         5.23477e+12	         2.66196e+12	         9.13567e+11	         9.08007e+11
      189       4379.32           01h12min59s	         2.61737e+12	         2.73679e+12	          5.1159e+12	         2.61551e+12	         8.98049e+11	         8.92632e+11
      190       4559.01           01h15min59s	         2.56168e+12	         2.68152e+12	         5.01423e+12	          2.5712e+12	         8.78341e+11	         8.76642e+11
      191       4747.06           01h19min07s	         2.50158e+12	         2.62004e+12	         4.90584e+12	         2.51161e+12	         8.61047e+11	          8.6004e+11
      192       4943.65           01h22min24s	         2.45427e+12	         2.55348e+12	         4.77983e+12	         2.46102e+12	         8.42955e+11	         8.37118e+11
      193       5148.98           01h25min49s	          2.3919e+12	         2.50139e+12	         4.67402e+12	         2.40603e+12	         8.19911e+11	         8.25197e+11
      194       5363.24           01h29min23s	         2.32896e+12	          2.4391e+12	         4.54743e+12	         2.34152e+12	         8.02983e+11	         8.03131e+11
      195       5586.61           01h33min07s	         2.29472e+12	         2.37998e+12	         4.43707e+12	         2.29001e+12	         7.79945e+11	         7.78799e+11
      196       5819.29           01h36min59s	         2.23113e+12	         2.32336e+12	         4.30467e+12	         2.21937e+12	          7.6061e+11	         7.63857e+11
      197       6061.46           01h41min01s	         2.17329e+12	         2.27135e+12	         4.21603e+12	         2.17324e+12	         7.44054e+11	         7.40459e+11
      198       6313.32           01h45min13s	          2.1141e+12	         2.19359e+12	         4.07363e+12	         2.12378e+12	         7.21358e+11	         7.22925e+11
      199       6575.05           01h49min35s	          2.0532e+12	            2.14e+12	         3.99721e+12	         2.05422e+12	         7.00457e+11	         7.06019e+11
      200       6846.85           01h54min07s	         1.98835e+12	         2.07294e+12	          3.8444e+12	         2.00727e+12	         6.89655e+11	         6.82646e+11
      201       7128.91           01h58min49s	          1.9368e+12	         2.01759e+12	         3.72231e+12	         1.94238e+12	         6.60854e+11	         6.63063e+11
      202       7421.41           02h03min41s	         1.87676e+12	         1.95789e+12	         3.61009e+12	         1.88562e+12	         6.44396e+11	         6.40126e+11
      203       7724.54           02h08min45s	         1.81696e+12	         1.89033e+12	         3.47823e+12	         1.82112e+12	         6.25062e+11	         6.21669e+11
      204        8038.5           02h13min59s	         1.76447e+12	         1.83452e+12	         3.37727e+12	         1.76747e+12	         6.00701e+11	         6.04005e+11
      205       8363.48           02h19min23s	          1.7051e+12	         1.77462e+12	          3.2645e+12	         1.70672e+12	          5.7949e+11	         5.81029e+11
      206       8699.66           02h25min---	         1.63491e+12	         1.71197e+12	         3.15161e+12	         1.64238e+12	         5.66688e+11	         5.62641e+11
