Iteration	    Time[s]                  Time	Facet        0	Facet        1	Facet        2	Facet        3	Facet        4	Facet        5	Facet        6
       28	     4.9308                    5s	             0	     764356523	         30622	         30656	         30657	         30658	         30659
       29	     5.4903                    5s	             0	     764339128	         34098	         34135	         34137	         34138	         34138
       30	    6.35841                    6s	             0	     764312138	         39491	         39533	         39536	         39537	         39537
       31	    7.70534                    8s	             0	     764270263	         47859	         47908	         47912	         47913	         47913
       32	    9.79519                   10s	             0	     764205296	         60841	         60906	         60909	         60908	         60907
       33	    13.0377                   13s	             0	     764104507	         80980	         81068	         81068	         81073	         81068
       34	    18.0688                   18s	             0	     763948153	        112225	        112350	        112331	        112352	        112351
       35	    25.8748                   26s	             0	     763705625	        160680	        160862	        160842	        160871	        160880
       36	    37.9865                   38s	             0	     763329486	        235831	        236109	        236114	        236126	        236092
       37	    56.7785                   57s	             0	     762746268	        352373	        352788	        352770	        352796	        352761
       38	    85.9357               1min26s	             0	     761842296	        533019	        533605	        533600	        533617	        533617
       39	    131.175               2min11s	             0	     760441946	        812764	        813724	        813838	        813702	        813778
       40	    201.367               3min21s	             0	     758274504	       1245605	       1246914	       1247758	       1247538	       1247431
       41	    310.275               5min10s	             0	     754924572	       1914596	       1916899	       1917693	       1918310	       1917678
       42	    479.253               7min59s	             0	     749757459	       2945855	       2950603	       2951249	       2953577	       2951003
       43	    741.435              12min21s	             0	     741814205	       4531872	       4539715	       4539285	       4543461	       4541206
       44	    1148.23              19min 8s	             0	     729665331	       6955210	       6970406	       6968737	       6974306	       6975752
       45	     1779.4              29min39s	             0	     711231054	      10623473	      10665486	      10658406	      10666943	      10664378
       46	     2758.7              45min59s	             0	     683595482	      16107822	      16201004	      16200456	      16205454	      16199519
       47	    4278.16            1h11min18s	             0	     642957103	      24158562	      24346591	      24353042	      24355553	      24338884
       48	     6635.7            1h50min36s	             0	     584985712	      35623299	      35972381	      35982298	      35968233	      35977809
       49	    10293.6            2h51min34s	             0	     506109340	      51096039	      51832012	      51811037	      51816471	      51844831
       50	    15969.1            4h26min 9s	             0	     406491922	      70515462	      71851034	      71842750	      71949556	      71859005
       51	      24775            6h52min55s	             0	     294917176	      92469569	      94193169	      94303582	      94266408	      94359824
       52	      38438           10h40min38s	             0	     194214607	     112320998	     114454853	     114477692	     114532713	     114508864
       53	    59637.1           16h33min57s	             0	     134237490	     125188505	     126365853	     126212291	     126244898	     126260688
       54	    81761.7           22h42min42s	             0	     127960939	     127164121	     127616488	     127231850	     126944522	     127591803
       55	     103886         1d 4h51min26s	             0	     127947287	     127229740	     126952588	     127761209	     127366644	     127252256
       56	     126011         1d11h     11s	             0	     127401222	     127276419	     127337475	     127670272	     127320185	     127504150
       57	     148135         1d17h 8min55s	             0	     127452101	     127276199	     127157525	     127463671	     127565111	     127595116
       58	     170260         1d23h17min40s	             0	     127573625	     127816452	     127333646	     127142249	     127339676	     127304075
       59	     192385         2d 5h26min25s	             0	     126925750	     127740038	     127478988	     127263588	     127567379	     127533980
       60	     214509         2d11h35min 9s	             0	     127465684	     127536352	     127493301	     127281864	     127394081	     127338442
       61	     236634         2d17h43min54s	             0	     127435963	     127195983	     127389165	     127645570	     127481705	     127361338
       62	     258758         2d23h52min38s	             0	     127403793	     127559107	     127556405	     127340616	     127193277	     127456526
       63	     280883         3d 6h 1min23s	             0	     127200464	     127457773	     127498689	     127531389	     127196801	     127624609
       64	     303007         3d12h10min 7s	             0	     127757894	     126939090	     127418553	     127364953	     127631825	     127397410
       65	     325132         3d18h18min52s	             0	     127319293	     127057327	     127785815	     127541538	     127376635	     127429116
       66	     347257         4d   27min37s	             0	     127464232	     127346985	     126852742	     127805203	     127202841	     127837721
